,Age,KMS,Price,Long Range,Performance,Standard
869,1,18800,479999,1,0,0
870,3,55000,396670,0,0,1
871,1,19700,409990,0,0,1
872,3,80200,330670,0,0,1
873,3,52800,415000,1,0,0
874,1,18500,521670,0,1,0
875,1,19818,423670,0,0,1
876,0,40,475000,0,0,1
877,0,30,475000,0,0,1
878,2,26000,539000,0,1,0
879,2,31200,426670,1,0,0
880,3,74000,409900,1,0,0
881,3,56552,411000,1,0,0
882,3,86000,409000,0,1,0
883,3,45423,429900,1,0,0
884,1,24916,479000,0,1,0
885,3,68000,375000,0,0,1
886,3,59000,399000,1,0,0
887,1,29000,475000,1,0,0
888,1,21000,529900,0,0,1
889,3,58000,419000,1,0,0
890,3,75000,416670,1,0,0
891,1,25500,399670,0,0,1
892,1,12500,439900,0,0,1
893,1,19878,531670,0,1,0
894,3,77000,374900,1,0,0
895,2,36700,481670,0,1,0
896,0,900,589000,0,1,0
897,3,35000,389999,1,0,0
898,2,55000,469000,1,0,0
899,3,104700,349000,1,0,0
900,2,46900,399000,0,0,1
901,0,100,615000,0,1,0
902,1,21000,481670,1,0,0
903,1,16000,541670,0,0,1
904,3,59828,419900,1,0,0
905,3,89948,399900,1,0,0
906,0,300,565000,0,1,0
907,3,66281,419900,1,0,0
908,3,45423,429900,1,0,0
909,3,58285,429900,1,0,0
910,3,81940,399900,1,0,0
911,3,77669,409900,1,0,0
912,3,87000,399000,1,0,0
913,3,78108,409900,1,0,0
914,3,63354,419900,1,0,0
915,3,49430,399000,1,0,0
916,3,53630,405000,1,0,0
917,2,52000,417000,0,0,1
918,3,85000,383000,1,0,0
919,1,54000,459670,1,0,0
920,0,100,465000,0,0,1
921,3,53520,378000,0,1,0
922,3,111000,355000,1,0,0
923,3,74000,371670,1,0,0
924,1,23605,501670,0,1,0
925,1,26400,479990,0,1,0
926,1,31000,489670,1,0,0
927,1,28500,411670,0,0,1
928,3,75000,369900,0,0,1
929,0,2000,465000,0,0,1
930,1,11150,421670,0,0,1
931,3,67965,382670,1,0,0
932,0,5,575000,1,0,0
933,2,37751,429700,0,0,1
934,3,59800,389800,1,0,0
935,1,19000,525000,0,1,0
936,3,95000,334900,0,0,1
937,2,69521,389900,0,0,1
938,1,18970,526000,0,0,1
939,3,48000,399000,1,0,0
940,0,2000,579000,1,0,0
941,3,62500,416670,0,1,0
942,3,33000,449000,0,0,1
943,2,95800,399900,1,0,0
944,0,70,565000,0,0,1
945,3,36629,441670,0,0,1
946,3,83084,409990,0,1,0
947,1,24449,429800,0,0,1
948,0,70,469000,0,0,1
949,1,43000,459000,1,0,0
950,3,45000,409800,1,0,0
951,3,53919,425000,0,1,0
952,1,37500,470000,1,0,0
953,3,75601,408670,1,0,0
954,2,51056,419670,0,1,0
955,3,96500,389000,0,0,1
956,3,58000,429000,1,0,0
957,3,84000,409000,0,0,1
958,0,10990,449999,0,0,1
959,3,53000,441670,0,1,0
960,3,49573,419000,1,0,0
961,1,26000,479000,1,0,0
962,3,82927,379900,1,0,0
963,3,59562,409900,1,0,0
964,3,43536,409900,1,0,0
965,0,2867,579000,0,1,0
966,3,65000,410000,0,1,0
967,1,49900,518000,0,1,0
968,3,58000,389990,1,0,0
969,0,17800,531670,0,0,1
970,3,75000,401670,0,1,0
971,2,92500,394900,0,1,0
972,1,21180,486670,1,0,0
973,0,100,539670,1,0,0
974,3,58000,426670,0,0,1
975,1,16000,539000,0,1,0
976,3,70900,439000,1,0,0
977,1,33509,515000,1,0,0
978,3,66799,409900,0,1,0
979,3,66425,415000,0,1,0
980,3,67400,401670,0,1,0
981,0,1000,559000,1,0,0
982,3,85000,409000,1,0,0
983,1,144000,396670,1,0,0
984,3,75000,379000,1,0,0
985,3,41000,424900,1,0,0
986,0,2000,465000,0,0,1
987,3,77000,399670,1,0,0
988,3,87000,398000,1,0,0
989,0,1500,550000,1,0,0
990,2,19600,479000,0,1,0
991,3,60400,381670,0,0,1
992,1,33500,506670,1,0,0
993,1,31000,499000,1,0,0
994,1,12400,506670,1,0,0
995,1,40000,481670,0,0,1
996,1,24485,471670,0,1,0
997,3,84667,399900,1,0,0
998,3,71000,399900,1,0,0
999,1,39000,536670,0,0,1
1000,3,90000,389670,0,1,0
1001,2,59000,419900,1,0,0
1002,1,36213,516670,0,0,1
1003,1,13344,434999,0,0,1
1004,3,88800,378990,1,0,0
1005,3,35857,449470,0,1,0
1006,3,96000,369570,1,0,0
1007,1,23000,539900,0,1,0
1008,2,46627,469000,1,0,0
1009,3,30700,379000,0,0,1
1010,2,69000,479900,0,1,0
1011,1,28900,535000,0,1,0
1012,2,30500,459900,1,0,0
1013,1,55600,449999,1,0,0
1014,1,46000,467500,1,0,0
1015,1,24100,514900,1,0,0
1016,1,44000,469670,1,0,0
1017,1,21000,519800,0,1,0
1018,2,38600,465670,1,0,0
1019,3,74591,371670,0,0,1
1020,3,59000,469000,0,1,0
1021,1,23000,509000,0,1,0
1022,1,34000,481670,0,1,0
1023,3,54000,459900,0,1,0
1024,1,24800,499800,1,0,0
1025,2,36300,459000,1,0,0
1026,3,78000,389900,1,0,0
1027,3,36000,419000,1,0,0
1028,1,20037,459900,1,0,0
1029,1,34900,514900,1,0,0
1030,1,18900,524900,1,0,0
1031,1,57500,469000,1,0,0
1032,0,2000,465000,0,0,1
1033,3,62083,399000,1,0,0
1034,1,46000,489000,1,0,0
1035,3,55141,439990,1,0,0
1036,3,50630,419900,1,0,0
1037,0,500,459900,0,0,1
1038,0,110,454900,0,0,1
1039,1,7500,549000,0,0,1
1040,2,30000,439000,1,0,0
1041,3,85500,366670,1,0,0
1042,1,28500,481670,0,0,1
1043,1,18000,528000,0,1,0
1044,3,71000,439000,0,1,0
1045,3,105496,381670,0,0,1
1046,3,63100,409000,0,1,0
1047,2,44000,449000,1,0,0
1048,3,79800,425000,0,1,0
1049,3,79200,399000,1,0,0
1050,2,43000,549990,0,1,0
1051,0,100,575000,1,0,0
1052,3,82000,388000,1,0,0
1053,1,23000,525000,0,1,0
1054,2,97000,389000,1,0,0
1055,3,135000,358000,1,0,0
1056,3,58750,390000,1,0,0
1057,1,33570,489000,1,0,0
1058,2,50000,438800,0,1,0
1059,1,23180,495000,1,0,0
1060,1,24000,445000,0,0,1
1061,1,20000,468000,1,0,0
1062,3,78000,379900,1,0,0
1063,3,49000,398900,1,0,0
1064,1,25000,499000,1,0,0
1065,3,73049,419000,1,0,0
1066,1,31115,485000,0,0,1
1067,0,1000,599000,0,1,0
1068,1,32200,471670,1,0,0
1069,3,35500,395000,0,0,1
1070,1,56000,499000,1,0,0
1071,2,40000,475000,1,0,0
1072,3,46800,399000,1,0,0
1073,1,43300,469670,1,0,0
1074,2,84900,389900,0,0,1
1075,1,17500,546670,1,0,0
1076,0,199,589000,1,0,0
1077,1,53000,499000,1,0,0
1078,0,500,615000,0,1,0
1079,1,20000,559000,0,1,0
1080,3,69099,399900,1,0,0
1081,1,33219,475000,0,0,1
1082,2,23000,458900,1,0,0
1083,3,69761,399900,0,0,1
1084,3,50254,439000,1,0,0
1085,3,59000,399900,1,0,0
1086,3,57000,399000,1,0,0
1087,3,49800,490000,0,1,0
1088,1,26000,488900,1,0,0
1089,3,49000,376670,0,0,1
1090,1,42000,499000,1,0,0
1091,0,10,551670,1,0,0
1092,3,109000,359000,1,0,0
1093,3,99100,409990,1,0,0
1094,3,66000,399000,1,0,0
1095,1,10785,424900,0,0,1
1096,1,25600,520000,1,0,0
1097,3,53000,399990,1,0,0
1098,1,31000,499000,1,0,0
1099,0,100,595000,1,0,0
1100,0,40,550000,1,0,0
1101,3,55500,416670,1,0,0
1102,3,67400,419000,1,0,0
1103,3,37850,400000,1,0,0
1104,0,50,439900,0,0,1
1105,0,10,569900,0,0,1
1106,2,41056,449000,1,0,0
1107,3,72300,449900,0,1,0
1108,1,30100,510000,1,0,0
1109,0,18,639900,0,0,1
1110,3,95000,379000,1,0,0
1111,0,100,579000,1,0,0
1112,1,13000,418000,0,0,1
1113,0,2234,575000,1,0,0
1114,0,2000,549000,1,0,0
1115,0,1000,459900,0,0,1
1116,0,50,485000,0,0,1
1117,3,58300,439900,1,0,0
1118,3,39800,399900,1,0,0
1119,0,100,569000,0,1,0
1120,1,53000,509000,0,0,1
1121,2,26000,459000,1,0,0
1122,0,50,475000,0,0,1
1123,2,30000,398000,0,0,1
1124,1,28000,408000,0,0,1
1125,0,500,554000,1,0,0
1126,1,31200,525000,1,0,0
1127,3,38000,401670,0,1,0
1128,1,26180,520000,1,0,0
1129,1,31650,525000,1,0,0
1130,0,199,569000,1,0,0
1131,1,17380,535000,1,0,0
1132,3,42000,429000,1,0,0
1133,1,26500,515000,1,0,0
1134,1,29920,515000,1,0,0
1135,3,30000,419000,1,0,0
1136,3,51600,434800,1,0,0
1137,1,41000,495000,0,1,0
1138,3,75000,398900,1,0,0
1139,3,118000,359670,1,0,0
1140,3,66500,374800,1,0,0
1141,3,96000,369000,1,0,0
1142,3,55000,389000,0,0,1
1143,1,38000,539900,0,1,0
1144,1,25000,499000,1,0,0
1145,1,13400,539800,1,0,0
1146,3,76300,394900,1,0,0
1147,1,26000,524990,1,0,0
1148,1,15500,525000,1,0,0
1149,3,52000,419000,1,0,0
1150,3,74000,399900,0,0,1
1151,2,83000,479000,0,1,0
1152,1,46000,528000,0,1,0
1153,3,40700,429000,0,1,0
1154,3,57000,410000,1,0,0
1155,3,118000,389000,1,0,0
1156,3,67000,409900,1,0,0
1157,1,13400,429800,0,0,1
1158,1,13000,551670,1,0,0
1159,1,42400,539800,0,1,0
1160,1,44188,416670,0,0,1
1161,2,60460,459000,0,1,0
1162,0,3800,549800,1,0,0
1163,3,89500,329670,0,0,1
1164,2,36700,481670,0,1,0
1165,2,48303,370000,0,0,1
1166,3,45500,394999,1,0,0
1167,2,49971,480670,0,1,0
1168,0,15300,506670,1,0,0
1169,3,81500,369669,0,1,0
1170,1,24400,474999,1,0,0
1171,3,81500,369669,0,1,0
1172,1,25677,479570,0,0,1
1173,2,49971,480670,0,1,0
1174,0,15300,506670,1,0,0
1175,1,32000,479000,0,0,1
1176,1,44000,474999,1,0,0
1177,3,67500,369000,0,0,1
1178,3,81500,369669,0,1,0
1179,3,68600,369000,1,0,0
1180,3,75000,401670,0,1,0
1181,1,10785,424900,0,0,1
1182,1,9500,501670,1,0,0
1183,3,73000,378990,1,0,0
1184,1,11876,555000,0,1,0
1185,0,15300,506670,1,0,0
1186,3,111000,355000,1,0,0
